0,1,2,3,4,5,6,7,8,9,10,11,17,18,19
Ano,Quadro_H,Desc_Quadro,QUADRO,CÓDIGO DO PRODUTO,Codigo,,DESCRIÇÃO DO PRODUTO,Procv2008,Descrição anterior,Cod_harmo,,Cod sem repetição2017,Nivel_6,Cod_harmo
2017,0,,0,000101,0001,1,ALUGUEL ESTIMADO,,,31001,Aluguel,,63001,01101
2017,08,"Quadro 08 Conservação, manutenção e pequenos reparos com habitação, jazigo e jardinagem no Período de Referência de 90 Dias;",8,801302,8013,8013,FECHADURA (PEQUENOS REPAROS),32001,Manutencao_do_lar,32001,Manutencao_do_lar,,64010,02309
2017,08,"Quadro 08 Conservação, manutenção e pequenos reparos com habitação, jazigo e jardinagem no Período de Referência de 90 Dias;",8,801303,8013,8013,FERRO (PEQUENOS REPAROS),32001,Manutencao_do_lar,32001,Manutencao_do_lar,,64011,02305
2017,08,"Quadro 08 Conservação, manutenção e pequenos reparos com habitação, jazigo e jardinagem no Período de Referência de 90 Dias;",8,801304,8013,8013,ARAME (PEQUENOS REPAROS),32001,Manutencao_do_lar,32001,Manutencao_do_lar,,64012,02306
2017,08,"Quadro 08 Conservação, manutenção e pequenos reparos com habitação, jazigo e jardinagem no Período de Referência de 90 Dias;",8,801305,8013,8013,PREGO (PEQUENOS REPAROS),32001,Manutencao_do_lar,32001,Manutencao_do_lar,,64013,02309
2017,08,"Quadro 08 Conservação, manutenção e pequenos reparos com habitação, jazigo e jardinagem no Período de Referência de 90 Dias;",8,801306,8013,8013,RALO DE ESGOTAMENTO DE AGUA (PEQUENOS REPAROS),32001,Manutencao_do_lar,32001,Manutencao_do_lar,,64014,02309
2017,08,"Quadro 08 Conservação, manutenção e pequenos reparos com habitação, jazigo e jardinagem no Período de Referência de 90 Dias;",8,801307,8013,8013,TELA DE ARAME (PEQUENOS REPAROS),32001,Manutencao_do_lar,32001,Manutencao_do_lar,,64015,02309
2017,08,"Quadro 08 Conservação, manutenção e pequenos reparos com habitação, jazigo e jardinagem no Período de Referência de 90 Dias;",8,801308,8013,8013,TRILHO METALICO (PEQUENOS REPAROS),32001,Manutencao_do_lar,32001,Manutencao_do_lar,,64016,02309
2017,08,"Quadro 08 Conservação, manutenção e pequenos reparos com habitação, jazigo e jardinagem no Período de Referência de 90 Dias;",8,801309,8013,8013,ROLAMENTO PARA PORTA (PEQUENOS REPAROS),32001,Manutencao_do_lar,32001,Manutencao_do_lar,,64017,02309
2017,08,"Quadro 08 Conservação, manutenção e pequenos reparos com habitação, jazigo e jardinagem no Período de Referência de 90 Dias;",8,801310,8013,8013,ROLDANA,32001,Manutencao_do_lar,32001,Manutencao_do_lar,,64018,02303
2017,08,"Quadro 08 Conservação, manutenção e pequenos reparos com habitação, jazigo e jardinagem no Período de Referência de 90 Dias;",8,801401,8014,8014,COLA (PEQUENOS REPAROS),32001,Manutencao_do_lar,32001,Manutencao_do_lar,,64019,02306
2017,08,"Quadro 08 Conservação, manutenção e pequenos reparos com habitação, jazigo e jardinagem no Período de Referência de 90 Dias;",8,801402,8014,8014,COLA DE MADEIRA (PEQUENOS REPAROS),32001,Manutencao_do_lar,32001,Manutencao_do_lar,,64020,02305
2017,08,"Quadro 08 Conservação, manutenção e pequenos reparos com habitação, jazigo e jardinagem no Período de Referência de 90 Dias;",8,801403,8014,8014,COLA SUPER BOND (PEQUENOS REPAROS),32001,Manutencao_do_lar,32001,Manutencao_do_lar,,64022,02302
2017,08,"Quadro 08 Conservação, manutenção e pequenos reparos com habitação, jazigo e jardinagem no Período de Referência de 90 Dias;",8,801404,8014,8014,DUREPOX (PEQUENOS REPAROS),32001,Manutencao_do_lar,32001,Manutencao_do_lar,,64023,02308
2017,08,"Quadro 08 Conservação, manutenção e pequenos reparos com habitação, jazigo e jardinagem no Período de Referência de 90 Dias;",8,801405,8014,8014,COLA DE SAPATEIRO (PEQUENOS REPAROS),32001,Manutencao_do_lar,32001,Manutencao_do_lar,,64024,02308
2017,08,"Quadro 08 Conservação, manutenção e pequenos reparos com habitação, jazigo e jardinagem no Período de Referência de 90 Dias;",8,801406,8014,8014,EPOX (COLA) (PEQUENOS REPAROS),32001,Manutencao_do_lar,32001,Manutencao_do_lar,,64025,02307
2017,08,"Quadro 08 Conservação, manutenção e pequenos reparos com habitação, jazigo e jardinagem no Período de Referência de 90 Dias;",8,801501,8015,8015,CAIXA DE DESCARGA (PEQUENOS REPAROS),32001,Manutencao_do_lar,32001,Manutencao_do_lar,,64026,02309
2017,08,"Quadro 08 Conservação, manutenção e pequenos reparos com habitação, jazigo e jardinagem no Período de Referência de 90 Dias;",8,801601,8016,8016,"MADEIRA, TACO, CAIBRO, RIPA, ETC. (PEQUENOS REPAROS)",32001,Manutencao_do_lar,32001,Manutencao_do_lar,,64027,02304
2017,08,"Quadro 08 Conservação, manutenção e pequenos reparos com habitação, jazigo e jardinagem no Período de Referência de 90 Dias;",8,801602,8016,8016,MADEIRA (PEQUENOS REPAROS),32001,Manutencao_do_lar,32001,Manutencao_do_lar,,64028,16104
2017,08,"Quadro 08 Conservação, manutenção e pequenos reparos com habitação, jazigo e jardinagem no Período de Referência de 90 Dias;",8,801603,8016,8016,TACO (PEQUENOS REPAROS),32001,Manutencao_do_lar,32001,Manutencao_do_lar,,65001,16104
2017,08,"Quadro 08 Conservação, manutenção e pequenos reparos com habitação, jazigo e jardinagem no Período de Referência de 90 Dias;",8,801604,8016,8016,CAIBRO (PEQUENOS REPAROS),32001,Manutencao_do_lar,32001,Manutencao_do_lar,,65002,05105
2017,08,"Quadro 08 Conservação, manutenção e pequenos reparos com habitação, jazigo e jardinagem no Período de Referência de 90 Dias;",8,801605,8016,8016,RIPA (PEQUENOS REPAROS),32001,Manutencao_do_lar,32001,Manutencao_do_lar,,65003,05206
2017,08,"Quadro 08 Conservação, manutenção e pequenos reparos com habitação, jazigo e jardinagem no Período de Referência de 90 Dias;",8,801606,8016,8016,SARRAFO (PEQUENOS REPAROS),32001,Manutencao_do_lar,32001,Manutencao_do_lar,,65004,05206
2017,08,"Quadro 08 Conservação, manutenção e pequenos reparos com habitação, jazigo e jardinagem no Período de Referência de 90 Dias;",8,801701,8017,8017,"ARTIGOS DE JARDINAGEM (PLANTA, TERRA, SEMENTE, VASO, ETC.)",32001,Manutencao_do_lar,32001,Manutencao_do_lar,,65005,05105
2017,08,"Quadro 08 Conservação, manutenção e pequenos reparos com habitação, jazigo e jardinagem no Período de Referência de 90 Dias;",8,801702,8017,8017,PLANTA NATURAL,32001,Manutencao_do_lar,32001,Manutencao_do_lar,,65006,05202
2017,08,"Quadro 08 Conservação, manutenção e pequenos reparos com habitação, jazigo e jardinagem no Período de Referência de 90 Dias;",8,801703,8017,8017,TERRA VEGETAL,32001,Manutencao_do_lar,32001,Manutencao_do_lar,,65007,05201
2017,08,"Quadro 08 Conservação, manutenção e pequenos reparos com habitação, jazigo e jardinagem no Período de Referência de 90 Dias;",8,801704,8017,8017,SEMENTE,32001,Manutencao_do_lar,32001,Manutencao_do_lar,,65008,05104
2017,08,"Quadro 08 Conservação, manutenção e pequenos reparos com habitação, jazigo e jardinagem no Período de Referência de 90 Dias;",8,801705,8017,8017,VASO PARA PLANTA,32001,Manutencao_do_lar,32001,Manutencao_do_lar,,65009,05204
2017,08,"Quadro 08 Conservação, manutenção e pequenos reparos com habitação, jazigo e jardinagem no Período de Referência de 90 Dias;",8,801706,8017,8017,MUDA (PLANTA),32001,Manutencao_do_lar,32001,Manutencao_do_lar,,65010,05103
2017,08,"Quadro 08 Conservação, manutenção e pequenos reparos com habitação, jazigo e jardinagem no Período de Referência de 90 Dias;",8,801707,8017,8017,XAXIM,32001,Manutencao_do_lar,32001,Manutencao_do_lar,,65011,05102
2017,08,"Quadro 08 Conservação, manutenção e pequenos reparos com habitação, jazigo e jardinagem no Período de Referência de 90 Dias;",8,801708,8017,8017,REGADOR PARA PLANTA,32001,Manutencao_do_lar,32001,Manutencao_do_lar,,65012,05105
2017,08,"Quadro 08 Conservação, manutenção e pequenos reparos com habitação, jazigo e jardinagem no Período de Referência de 90 Dias;",8,801801,8018,8018,PRODUTOS PARA PISCINA,32001,Manutencao_do_lar,32001,Manutencao_do_lar,,65013,05103
2017,08,"Quadro 08 Conservação, manutenção e pequenos reparos com habitação, jazigo e jardinagem no Período de Referência de 90 Dias;",8,801802,8018,8018,CLORO PARA PISCINA,32001,Manutencao_do_lar,32001,Manutencao_do_lar,,65014,05101
2017,08,"Quadro 08 Conservação, manutenção e pequenos reparos com habitação, jazigo e jardinagem no Período de Referência de 90 Dias;",8,801803,8018,8018,SULFATO DE ALUMINIO PARA PISCINA,32001,Manutencao_do_lar,32001,Manutencao_do_lar,,65015,05101
2017,08,"Quadro 08 Conservação, manutenção e pequenos reparos com habitação, jazigo e jardinagem no Período de Referência de 90 Dias;",8,801901,8019,8019,CUPINICIDA,32001,Manutencao_do_lar,32001,Manutencao_do_lar,,65016,05105
2017,08,"Quadro 08 Conservação, manutenção e pequenos reparos com habitação, jazigo e jardinagem no Período de Referência de 90 Dias;",8,801902,8019,8019,VENENO CONTRA CUPIM (CUPINICIDA),32001,Manutencao_do_lar,32001,Manutencao_do_lar,,65017,05105
2017,08,"Quadro 08 Conservação, manutenção e pequenos reparos com habitação, jazigo e jardinagem no Período de Referência de 90 Dias;",8,802001,8020,8020,RATICIDA,32001,Manutencao_do_lar,32001,Manutencao_do_lar,,65018,05105
2017,08,"Quadro 08 Conservação, manutenção e pequenos reparos com habitação, jazigo e jardinagem no Período de Referência de 90 Dias;",8,802002,8020,8020,VENENO PARA RATO,32001,Manutencao_do_lar,32001,Manutencao_do_lar,,65019,05105
2017,08,"Quadro 08 Conservação, manutenção e pequenos reparos com habitação, jazigo e jardinagem no Período de Referência de 90 Dias;",8,802003,8020,8020,CHUMBINHO MATA-RATOS,32001,Manutencao_do_lar,32001,Manutencao_do_lar,,65020,05104
2017,08,"Quadro 08 Conservação, manutenção e pequenos reparos com habitação, jazigo e jardinagem no Período de Referência de 90 Dias;",8,802101,8021,8021,FUNGICIDA,32001,Manutencao_do_lar,32001,Manutencao_do_lar,,65021,05104
2017,08,"Quadro 08 Conservação, manutenção e pequenos reparos com habitação, jazigo e jardinagem no Período de Referência de 90 Dias;",8,802201,8022,8022,BACTERICIDA,32001,Manutencao_do_lar,32001,Manutencao_do_lar,,65022,05303
