0,1,2,3
Tradutor POF 2008-2009 - Consumo final das famílias/Contas Nacionais,,,
Produto POF,Descrição POF,Produto Contas Nacionais,Descrição Contas Nacionais
1300501,FREEZER (ALUGUEL),77001,Aluguéis não-imob. e gestão de ativos de propriedade intelectual
1300901,SOM (ALUGUEL),77001,Aluguéis não-imob. e gestão de ativos de propriedade intelectual
1301001,MICROCOMPUTADOR (ALUGUEL),77001,Aluguéis não-imob. e gestão de ativos de propriedade intelectual
1301101,FILMADORA (ALUGUEL),77001,Aluguéis não-imob. e gestão de ativos de propriedade intelectual
1301301,VIDEOGAME (ALUGUEL),77001,Aluguéis não-imob. e gestão de ativos de propriedade intelectual
1301401,KARAOKE OU VIDEOKE (ALUGUEL),77001,Aluguéis não-imob. e gestão de ativos de propriedade intelectual
1301601,CORTADOR DE GRAMA (ALUGUEL),77001,Aluguéis não-imob. e gestão de ativos de propriedade intelectual
1301701,DVD (ALUGUEL),77001,Aluguéis não-imob. e gestão de ativos de propriedade intelectual
1301901,BATERIA (ALUGUEL),77001,Aluguéis não-imob. e gestão de ativos de propriedade intelectual
1302001,JOGO DE LUZ (ALUGUEL),77001,Aluguéis não-imob. e gestão de ativos de propriedade intelectual
1302101,FILTRO DE AGUA ELETRICO (ALUGUEL),77001,Aluguéis não-imob. e gestão de ativos de propriedade intelectual
1302201,MAQUINA DE LAVAR PEDRAS (ALUGUEL),77001,Aluguéis não-imob. e gestão de ativos de propriedade intelectual
1500101,EXAUSTOR,27002,Eletrodomésticos
1500102,PURIFICADOR DE AR,27002,Eletrodomésticos
1500201,FOGAO ELETRICO,27002,Eletrodomésticos
1500301,FOGAO A LENHA,27002,Eletrodomésticos
1500401,FORNO ELETRICO,27002,Eletrodomésticos
1500501,FREEZER,27002,Eletrodomésticos
1500601,GELADEIRA,27002,Eletrodomésticos
1500602,FRIGOBAR,27002,Eletrodomésticos
1500701,MAQUINA DE LAVAR PRATOS,27002,Eletrodomésticos
1500801,ABRIDOR E AFIADOR ELETRICO,27002,Eletrodomésticos
1500901,BATEDEIRA DE BOLO,27002,Eletrodomésticos
1501001,CAFETEIRA ELETRICA,27002,Eletrodomésticos
1501101,ESPREMEDOR DE FRUTAS ELETRICO,27002,Eletrodomésticos
1501301,GRILL,27002,Eletrodomésticos
1501401,LIQUIDIFICADOR,27002,Eletrodomésticos
1501601,PURIFICADOR DE AGUA,27002,Eletrodomésticos
1501701,TORRADEIRA ELETRICA,27002,Eletrodomésticos
1501801,ASPIRADOR DE PO,27002,Eletrodomésticos
1501901,ENCERADEIRA,27002,Eletrodomésticos
1502001,FERRO ELETRICO,27002,Eletrodomésticos
1502101,MAQUINA DE LAVAR ROUPAS,27002,Eletrodomésticos
1502201,MAQUINA DE SECAR ROUPAS,27002,Eletrodomésticos
1502202,CENTRIFUGA (SECAR ROUPA),27002,Eletrodomésticos
1502301,ANTENA DE TELEVISAO NAO-PARABOLICA,26003,Material eletrônico e equip. de comunicações
1502401,TELEVISAO EM CORES,26003,Material eletrônico e equip. de comunicações
1502501,TELEVISAO EM PRETO E BRANCO,26003,Material eletrônico e equip. de comunicações
1502601,VIDEOCASSETE,27002,Eletrodomésticos
1502701,DVD,27002,Eletrodomésticos
1502702,APARELHO DE DVD,27002,Eletrodomésticos
1502801,CAIXA DE SOM,26003,Material eletrônico e equip. de comunicações
1502901,CONJUNTO DE SOM ACOPLADO,26003,Material eletrônico e equip. de comunicações
1502902,APARELHO DE SOM,26003,Material eletrônico e equip. de comunicações
1502903,EQUIPAMENTO DE SOM,26003,Material eletrônico e equip. de comunicações
1503001,GRAVADOR E TOCA-FITAS,26003,Material eletrônico e equip. de comunicações
1503002,TOCA-FITAS,26003,Material eletrônico e equip. de comunicações
1503003,RADIO GRAVADOR,26003,Material eletrônico e equip. de comunicações
1503004,RADIO TOCA-FITAS,26003,Material eletrônico e equip. de comunicações
1503005,GRAVADOR,26003,Material eletrônico e equip. de comunicações
1503101,TOCA-DISCOS A LASER,26003,Material eletrônico e equip. de comunicações
1503201,RADIO PORTATIL,26003,Material eletrônico e equip. de comunicações
1503301,RADIO RELOGIO OU DE MESA,26003,Material eletrônico e equip. de comunicações
1503302,RADIO RELOGIO,26003,Material eletrônico e equip. de comunicações
1503303,RADIO DE MESA,26003,Material eletrônico e equip. de comunicações
1503401,AMPLIFICADOR,26003,Material eletrônico e equip. de comunicações
1503601,TOCA-DISCOS DE AGULHA,26003,Material eletrônico e equip. de comunicações
1503701,VIDEO GAME,26003,Material eletrônico e equip. de comunicações
1503801,DISCMAN,26003,Material eletrônico e equip. de comunicações
1503802,DISKMAN,26003,Material eletrônico e equip. de comunicações
1503803,WALKMAN,26003,Material eletrônico e equip. de comunicações
1503901,AR-CONDICIONADO,28003,Outras máquinas e equipamentos mecânicos
1504001,AQUECEDOR DE AR,27002,Eletrodomésticos
1504101,CIRCULADOR DE AR,27002,Eletrodomésticos
1504102,CLIMATIZADOR,27002,Eletrodomésticos
1504201,VENTILADOR,27002,Eletrodomésticos
1504701,AQUECEDOR DE AGUA A GAS,27002,Eletrodomésticos
1504901,CHUVEIRO OU DUCHA ELETRICOS,27002,Eletrodomésticos
1504902,CHUVEIRO ELETRICO,27002,Eletrodomésticos
1504903,DUCHA ELETRICA,27002,Eletrodomésticos
1505001,PARAFUSEIRA A BATERIA,27002,Eletrodomésticos
1505101,SECADOR E MODELADOR DE CABELO,27002,Eletrodomésticos
1505102,SECADOR DE CABELO,27002,Eletrodomésticos
1505103,MODELADOR DE CABELO,27002,Eletrodomésticos
1505104,PRANCHA ALISADORA DE CABELO,27002,Eletrodomésticos
1505201,BARBEADOR ELETRICO,27002,Eletrodomésticos
1505301,DEPILADOR ELETRICO,27002,Eletrodomésticos
1505401,KARAOKE,26003,Material eletrônico e equip. de comunicações
1505601,REGULADOR DE VOLTAGEM,27001,"Máquinas, aparelhos e materiais elétricos"
1505701,RECEPTOR DE TV A CABO,26003,Material eletrônico e equip. de comunicações
1505702,APARELHO RECEPTOR DE TV A CABO,26003,Material eletrônico e equip. de comunicações
1505703,RECEPTOR DE SINAL HD,26003,Material eletrônico e equip. de comunicações
1505801,CENTRIFUGA DE ALIMENTOS,27002,Eletrodomésticos
1505901,TELEFONE-RADIO-RELOGIO,26003,Material eletrônico e equip. de comunicações
1505902,RADIO-RELOGIO-TELEFONE,26003,Material eletrônico e equip. de comunicações
1506101,PROCESSADOR DE ALIMENTOS ELETRICO,27002,Eletrodomésticos
1506102,PREPARADOR DE ALIMENTOS ELETRICO,27002,Eletrodomésticos
1506103,MULTIPROCESSADOR DE ALIMENTOS ELETRICO,27002,Eletrodomésticos
1506104,MULTIPREPARADOR DE ALIMENTOS ELETRICO,27002,Eletrodomésticos
1506201,MICROCOMPUTADOR,26002,Máquinas para escritório e equip. de informática
1506202,COMPUTADOR,26002,Máquinas para escritório e equip. de informática
1506301,ACESSORIOS DE MICROCOMPUTADOR,26002,Máquinas para escritório e equip. de informática
1506302,ACESSORIOS DE COMPUTADOR,26002,Máquinas para escritório e equip. de informática
1506303,IMPRESSORA DE MICROCOMPUTADOR,26002,Máquinas para escritório e equip. de informática
1506304,IMPRESSORA DE COMPUTADOR,26002,Máquinas para escritório e equip. de informática
1506305,SCANER DE MICROCOMPUTADOR,26002,Máquinas para escritório e equip. de informática
1506307,TECLADO PARA COMPUTADOR,26002,Máquinas para escritório e equip. de informática
1506308,MOUSE PARA COMPUTADOR,26002,Máquinas para escritório e equip. de informática
1506309,CD-ROM,26002,Máquinas para escritório e equip. de informática
1506310,CDROM,26002,Máquinas para escritório e equip. de informática
1506311,DVD-ROM,26002,Máquinas para escritório e equip. de informática
1506312,DVDROM,26002,Máquinas para escritório e equip. de informática
1506313,GRAVADOR DE CD E DVD,26002,Máquinas para escritório e equip. de informática
1506315,MONITOR PARA COMPUTADOR,26002,Máquinas para escritório e equip. de informática
1506316,CAIXAS DE SOM PARA COMPUTADOR,26002,Máquinas para escritório e equip. de informática
1506317,GRAVADOR DE CD,26002,Máquinas para escritório e equip. de informática
1506318,GRAVADOR DE DVD,26002,Máquinas para escritório e equip. de informática
1506501,TANQUE DE ROUPA ELETRICO,27002,Eletrodomésticos
1506502,TANQUINHO ELETRICO,27002,Eletrodomésticos
1506601,FORNO DE MICROONDAS,27002,Eletrodomésticos
1506701,APARELHO DE FAX,26003,Material eletrônico e equip. de comunicações
1506702,FAX (APARELHO),26003,Material eletrônico e equip. de comunicações
1506801,FRITADEIRA ELETRICA,27002,Eletrodomésticos
1507101,ESTERILIZADOR,27002,Eletrodomésticos
1507201,NOTEBOOK,26002,Máquinas para escritório e equip. de informática
1507202,LAPTOP,26002,Máquinas para escritório e equip. de informática
1507203,COMPUTADOR PORTATIL,26002,Máquinas para escritório e equip. de informática
1507301,GERADOR DE ENERGIA,27001,"Máquinas, aparelhos e materiais elétricos"
1507401,SECRETARIA ELETRONICA,26003,Material eletrônico e equip. de comunicações
1507402,SECRETARIA ELETRONICA -TELEFONE,26003,Material eletrônico e equip. de comunicações
1507501,TRITURADOR ELETRICO,27002,Eletrodomésticos
1507701,"ALTO-FALANTE, TWEETER, MEGAFONE, MICROFONE, ETC.",26003,Material eletrônico e equip. de comunicações
1507704,MICROFONE,26003,Material eletrônico e equip. de comunicações
1507705,ALTO-FALANTE,26003,Material eletrônico e equip. de comunicações
1507801,"CONTROLE REMOTO DE TV, SOM, VIDEOCASSETE, ETC.",26003,Material eletrônico e equip. de comunicações
1507802,CONTROLE REMOTO DE TV,26003,Material eletrônico e equip. de comunicações
1507901,APARELHO DE SOLDA,28003,Outras máquinas e equipamentos mecânicos
1508401,LAVADORA DE ALTA PRESSAO,27002,Eletrodomésticos
1508501,FORNO A GAS,27002,Eletrodomésticos
1508601,MASSAGEADOR ELETRICO,27002,Eletrodomésticos
1508702,ESCOVA ELETRICA,27002,Eletrodomésticos
1508801,MAQUINA DE FAZER PAO,27002,Eletrodomésticos
1508901,SANDUICHEIRA ELETRICA,27002,Eletrodomésticos
1509001,VAPORIZADOR ELETRICO,27002,Eletrodomésticos
1509002,NEBULIZADOR ELETRICO,27002,Eletrodomésticos
1509101,TELEVISAO E RADIO ACOPLADOS,26003,Material eletrônico e equip. de comunicações
1509301,TELEVISAO E VIDEOCASSETE ACOPLADOS,26003,Material eletrônico e equip. de comunicações
1509401,ANTENA PARABOLICA E EQUIPAMENTOS,26003,Material eletrônico e equip. de comunicações
1509402,RECEPTOR DE ANTENA PARABOLICA,26003,Material eletrônico e equip. de comunicações
1509601,LAVADORA A VAPOR,27002,Eletrodomésticos
1509801,SUPORTE ELETRICO PARA GARRAFAO DE AGUA,27002,Eletrodomésticos
1509802,GELAGUA,27002,Eletrodomésticos
1509803,BEBEDOURO,27002,Eletrodomésticos
1509901,UMIDIFICADOR DE AR,27002,Eletrodomésticos
1510001,TORNEIRA ELETRICA,27002,Eletrodomésticos
1510101,HOME THEATER,26003,Material eletrônico e equip. de comunicações
1510201,IOGURTEIRA,27002,Eletrodomésticos
1510301,FILTRO ELETRICO,27002,Eletrodomésticos
1510401,ESTUFA ELETRICA,27002,Eletrodomésticos
1510601,PALM TOP,26002,Máquinas para escritório e equip. de informática
1510603,PALM,26002,Máquinas para escritório e equip. de informática
1510801,MOTOR DE MAQUINA DE COSTURA,27002,Eletrodomésticos
1510901,AQUECEDOR DE AGUA ELETRICO,27002,Eletrodomésticos
1510902,MERGULHAO,27002,Eletrodomésticos
1511001,MAQUINA DE BATER ACAI ELETRICA,27002,Eletrodomésticos
1511101,MARMITA ELETRICA,27002,Eletrodomésticos
1511201,MAQUINA DE CORTAR PISO,28003,Outras máquinas e equipamentos mecânicos
1511701,MAQUINA DE POLIR,28003,Outras máquinas e equipamentos mecânicos
1512002,APARELHO NAVEGADOR DE INTERNET,26002,Máquinas para escritório e equip. de informática
1512101,FONTE DE ALIMENTACAO DE APARELHO ELETRONICO,27001,"Máquinas, aparelhos e materiais elétricos"
1512102,ELIMINADOR DE PILHAS,27002,Eletrodomésticos
1512201,MOEDOR DE CAFE ELETRICO,27002,Eletrodomésticos
1512301,ACESSORIOS DE VIDEO GAME,27002,Eletrodomésticos
1512401,FOGAO A GAS,27002,Eletrodomésticos
1512501,"BINOCULO, LUNETA, TELESCOPIO E LUPA",26004,"Equip. de medida, teste e controle, ópticos e eletromédicos"
1512502,LUNETA,26004,"Equip. de medida, teste e controle, ópticos e eletromédicos"
1512504,LUPA,26004,"Equip. de medida, teste e controle, ópticos e eletromédicos"
1512505,BINOCULO,26004,"Equip. de medida, teste e controle, ópticos e eletromédicos"
1512601,FILMADORA,26004,"Equip. de medida, teste e controle, ópticos e eletromédicos"
1512701,MAQUINA FOTOGRAFICA,26004,"Equip. de medida, teste e controle, ópticos e eletromédicos"
1512702,CAMERA FOTOGRAFICA DIGITAL,26004,"Equip. de medida, teste e controle, ópticos e eletromédicos"
1512801,CALCULADORA MECANICA,31802,Produtos de industrias diversas
1512901,CALCULADORA E AGENDA ELETRONICA,27002,Eletrodomésticos
1512902,CALCULADORA ELETRONICA,27002,Eletrodomésticos
1513101,MAQUINA DE ESCREVER ELETRICA,27002,Eletrodomésticos
1513201,CHURRASQUEIRA,25001,"Produtos de metal, excl. máquinas e equipamentos"
1513301,APARELHO DE CHA OU CAFE,23003,"Vidros, cerâmicos e outros prod. de minerais não-metálicos"
1513401,APARELHO DE JANTAR,23003,"Vidros, cerâmicos e outros prod. de minerais não-metálicos"
1513402,CONJUNTO DE JANTAR,23003,"Vidros, cerâmicos e outros prod. de minerais não-metálicos"
1513403,JOGO DE JANTAR,23003,"Vidros, cerâmicos e outros prod. de minerais não-metálicos"
1513601,BATERIA DE COZINHA,25001,"Produtos de metal, excl. máquinas e equipamentos"
1513602,CONJUNTO DE PANELAS,25001,"Produtos de metal, excl. máquinas e equipamentos"
1513603,JOGO DE PANELAS,25001,"Produtos de metal, excl. máquinas e equipamentos"
1513701,FAQUEIRO,25001,"Produtos de metal, excl. máquinas e equipamentos"
1513801,CONJUNTO COMPLETO DE COPOS FINOS OU DE LUXO,23003,"Vidros, cerâmicos e outros prod. de minerais não-metálicos"
1513802,JOGO COMPLETO DE COPOS FINOS OU DE LUXO,23003,"Vidros, cerâmicos e outros prod. de minerais não-metálicos"
1513901,SUPORTE DE TV GIRATORIO,31802,Produtos de industrias diversas
1514001,FILTRO DE AGUA,31802,Produtos de industrias diversas
1514002,FILTRO DE AGUA A VELA,31802,Produtos de industrias diversas
1514102,ACENDEDOR DE FOGAO,31802,Produtos de industrias diversas
1514201,MAQUINA DE COSTURA MANUAL,28003,Outras máquinas e equipamentos mecânicos
1514202,MINI MAQUINA DE COSTURA MANUAL,28003,Outras máquinas e equipamentos mecânicos
1514301,HADFONE,26003,Material eletrônico e equip. de comunicações
1514302,FONE DE OUVIDO,26003,Material eletrônico e equip. de comunicações
1514401,"FURADEIRA, LIXADEIRA, ESMERIL E SERRA ELETRICA",28003,Outras máquinas e equipamentos mecânicos
1514402,SERRADEIRA ELETRICA,28003,Outras máquinas e equipamentos mecânicos
1514403,LIXADEIRA ELETRICA,28003,Outras máquinas e equipamentos mecânicos
1514404,ESMERIL ELETRICO,28003,Outras máquinas e equipamentos mecânicos
1514405,FURADEIRA ELETRICA,28003,Outras máquinas e equipamentos mecânicos
1514406,SERRA MARMORE,28003,Outras máquinas e equipamentos mecânicos
1514407,PLAINA ELETRICA,28003,Outras máquinas e equipamentos mecânicos
1514701,EQUALIZADOR,26003,Material eletrônico e equip. de comunicações
1514801,APARELHO TELEFONICO NAO-CELULAR,26003,Material eletrônico e equip. de comunicações
1514802,APARELHO DE TELEFONE RESIDENCIAL,26003,Material eletrônico e equip. de comunicações
1514901,LINHA TELEFONICA RESIDENCIAL,61001,"Telecomunicações, TV por assinatura e outros serv. relacionados"
1515001,CARRINHO DE FEIRA,25001,"Produtos de metal, excl. máquinas e equipamentos"
1515101,SECADOR DE ROUPA,27002,Eletrodomésticos
1515201,ESCADA,25001,"Produtos de metal, excl. máquinas e equipamentos"
1515301,LANTERNA DE PILHA,27001,"Máquinas, aparelhos e materiais elétricos"
1515401,TABUA DE PASSAR ROUPA,16001,"Produtos de madeira, exclusive móveis"
1515501,INTERFONE,26003,Material eletrônico e equip. de comunicações
1515801,BALANCA PARA PESSOAS,26004,"Equip. de medida, teste e controle, ópticos e eletromédicos"
1515802,BALANCA DE BANHEIRO,26004,"Equip. de medida, teste e controle, ópticos e eletromédicos"
1516002,MAQUINA PARA MASSAS,28003,Outras máquinas e equipamentos mecânicos
1516003,APARELHO PARA MACARRAO,28003,Outras máquinas e equipamentos mecânicos
1516005,CILINDROS PARA MASSAS,25001,"Produtos de metal, excl. máquinas e equipamentos"
1516101,RELOGIO DESPERTADOR,26004,"Equip. de medida, teste e controle, ópticos e eletromédicos"
1516301,CAMPAINHA MUSICAL,27001,"Máquinas, aparelhos e materiais elétricos"
1516303,CAMPAINHA,27001,"Máquinas, aparelhos e materiais elétricos"
1516401,BALANCA PARA ALIMENTOS,26004,"Equip. de medida, teste e controle, ópticos e eletromédicos"
1516801,CAFETEIRA NAO-ELETRICA,27002,Eletrodomésticos
1516901,BINA (IDENTIFICADOR DE TELEFONE),26003,Material eletrônico e equip. de comunicações
1516902,BINA,26003,Material eletrônico e equip. de comunicações
1517001,APARELHO PARA FONDUE,25001,"Produtos de metal, excl. máquinas e equipamentos"
1517101,APARELHO TELEFONICO COM BINA,26003,Material eletrônico e equip. de comunicações
1517201,APARELHO E LINHA TELEFONICA,61001,"Telecomunicações, TV por assinatura e outros serv. relacionados"
1517501,ANTENA TELEFONICA,26003,Material eletrônico e equip. de comunicações
1517701,SUPORTE PARA FORNO,31802,Produtos de industrias diversas
1517801,ACESSORIOS PARA MAQUINA FOTOGRAFICA,26004,"Equip. de medida, teste e controle, ópticos e eletromédicos"
1518001,FERRO A GAS,27002,Eletrodomésticos
1518201,FOGAREIRO,27002,Eletrodomésticos
1518401,BATERIA DE FILMADORA,27001,"Máquinas, aparelhos e materiais elétricos"
1518601,MAQUINA DE BATER ACAI MANUAL,27002,Eletrodomésticos
1518602,MAQUINA DE BATER ALIMENTOS MANUAL,27002,Eletrodomésticos
1518701,FORNO DE FERRO,27002,Eletrodomésticos
1518801,MAQUINA DE MOER MILHO MANUAL,27002,Eletrodomésticos
1518802,MAQUINA PARA RALAR MANDIOCA MANUAL,27002,Eletrodomésticos
1519001,PISCINA DE PLASTICO,31802,Produtos de industrias diversas
1519002,PISCINA DE FIBRA,31802,Produtos de industrias diversas
1519101,ANDADOR,31802,Produtos de industrias diversas
1519102,VOADOR (ANDADOR),31802,Produtos de industrias diversas
1519201,BEBE-CONFORTO,31802,Produtos de industrias diversas
1519401,RELOGIO DE MESA OU PAREDE,26004,"Equip. de medida, teste e controle, ópticos e eletromédicos"
1519402,RELOGIO DE MESA,26004,"Equip. de medida, teste e controle, ópticos e eletromédicos"
1519403,RELOGIO DE PAREDE,26004,"Equip. de medida, teste e controle, ópticos e eletromédicos"
1520001,PEN DRIVE,26002,Máquinas para escritório e equip. de informática
1520601,TOCADOR DE MP PLAYER,26003,Material eletrônico e equip. de comunicações
1520602,MP3 PLAYER,26003,Material eletrônico e equip. de comunicações
1520603,MP4 PLAYER,26003,Material eletrônico e equip. de comunicações
1520604,MP5 PLAYER,26003,Material eletrônico e equip. de comunicações
1520605,TOCADOR DE MP3/MP4/MP5,26003,Material eletrônico e equip. de comunicações
1520701,CARTAO DE MEMORIA,26002,Máquinas para escritório e equip. de informática
